IE_XML_ID;IE_NAME;IE_ACTIVE;IE_PREVIEW_TEXT;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_CODE;IP_PROP290;IP_PROP291;IP_PROP292;IP_PROP293;IP_PROP294;IP_PROP295;IP_PROP296;IP_PROP297;IP_PROP298;IP_PROP299;IP_PROP300;IP_PROP301;IP_PROP302;IP_PROP303;IP_PROP304;IP_PROP305;IP_PROP306;IP_PROP311;IP_PROP313;IP_PROP314;IC_GROUP0;IC_ACTIVE0;IC_GROUP1;IC_ACTIVE1;IC_GROUP2;IC_ACTIVE2;CP_QUANTITY;CP_WEIGHT;CP_WIDTH;CP_HEIGHT;CP_LENGTH;CV_QUANTITY_FROM;CV_QUANTITY_TO;CV_PRICE_1;CV_CURRENCY_1
1604;Металлическая дверь Оптима для квартиры;N;;/upload/iblock/f69/f69d33b399b0976dd1553dbcd943949a.jpg;"&lt;p&gt;Коллекция «Classic» является воплощением уверенности и стабильности, спокойствия и традиционности в лучшем их виде. Дверь «Oптима» снаружи имеет полимерное покрытие, которое является признанным лидером по долговечности, внутри — ПВХ, прошедшее сертификацию ISO, абсолютно безопасное и устойчивое к лёгким повреждениям.&lt;/p&gt;<br />
&lt;p&gt;При изготовлении дверей используются гнутые профили, что позволяет уменьшить их вес, сохраняя при этом толщину. Дверь имеет 3 мм стали в районе замков, вертикальные и горизонтальные ребра, защищающие от взлома путём скручивания, а также специальные противосъёмные ригели. Замки турецкой компании Kale, фурнитура Apecs и Crit получили сертификаты качества, подтверждающие соответствие высшим классам безопасности.&lt;/p&gt;<br />
";metallicheskaya_dver_optima_dlya_kvartiry;/upload/iblock/9fa/9fa08aaf33934800adb4f70de4618cc2.jpg;/upload/iblock/bf0/bf02d37fc8f73fdf914af55dc125e408.jpg;2;706;ПВХ;МДФ;;8 мм;;цвет «Дуб антик»;;Металл 1.5 мм;;;;полимер «Черный шелк» ;342;Оптима;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1605;Двупольная дверь Монарх для дома и квартиры;N;;/upload/iblock/d75/d753ea214af0d10acbebed65e337d718.jpg;"<p>
	 Двупольная дверь «Монарх» из коллекции «Art» – это сочетание внешней привлекательности и уникальных технических характеристик. Изюминкой данной модели является двухкамерный стеклопакет с кованой решёткой, уникальная фрезеровка и плавность линий, которые покорят даже самого требовательного покупателя.
</p>
<p>
	 Дверь с двух сторон покрыта Виноритом, который защищает от лёгких повреждений, устойчив к перепадам температур и не поддаётся воздействию УФ-лучей.
</p>
<p>
	 При производстве используется система патинирования, которая предполагает искусственное состаривание поверхности.
</p>
<p>
	 Дверь состоит из гнутых профилей, оборудована противосъёмными ригелями, вертикальной и горизонтальной системой рёбер, которые защищают от попытки взлома путём скручивания. Замки защищены стальной броненакладкой, имеют высокий уровень безопасности, фурнитура отличается высоким качеством и долговечностью.
</p>
 <br>";dvupolnaya_dver_monarkh_dlya_doma_i_kvartiry;/upload/iblock/9e6/9e637aeb74e45f784c527c8c0aa2d8fd.jpg;/upload/iblock/9dc/9dceb960c5eb320147075bb526d49b6d.jpg;3;706;Винорит;МДФ влагостойкий ;патина черная;16 мм;рис. Н-54 О-Д ;цвет «Дуб золотистый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. Н-54 О-Д;цвет «Дуб золотистый»;519;Монарх;Для дома;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
1606;Металлическая дверь Дублин для квартиры;N;;/upload/iblock/b82/b82de4a653bf17f4868cd3d601409af5.jpg;"<p>
	 Для ценителей традиционных решений, чётких линий, строгости и приверженности традициям создана серия дверей «Traditional». Модель «Дублин» из этой коллекции является ярким примером сочетания безопасности, прекрасного внешнего вида и безупречного качества. MDF панель окрашена устойчивой к атмосферным явлениям высокопрочной итальянской краской. Дверь проходила сложнейшие тесты, после чего получила европейские гигиенические сертификаты, подтверждающие износостойкость, механическую прочность и нетоксичность.
</p>
<p>
	 Двери имеют многоуровневую систему защиты от взлома и самую качественную фурнитуру мировых производителей.
</p>";metallicheskaya_dver_dublin_dlya_kvartiry;/upload/iblock/780/780104b54e10843c3784f9902fa28d3e.jpg;/upload/iblock/aed/aede52f8b40779b0c64769c78102d780.jpg;2;706;Краска;МДФ;патина золото;16 мм;рис. П-1;цвет «Белый»;Краска ;МДФ;;16 мм;рис. П-1;цвет «Черно-серый»;372;Дублин;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1607;Входная дверь Виконт для дома и квартиры;N;;/upload/iblock/b37/b37aac2238d5d444902a517fb1e4665a.jpg;"&lt;p&gt;Коллекция «Varsailles» отличается особой роскошью и французской изысканностью. Дверь «Виконт» выделяется наличием зеркала с внутренней стороны и патинированной поверхностью, которая визуально старит изделие, придавая особый шарм и очарование.&lt;/p&gt;<br />
&lt;p&gt;Дверь выглядит невесомой и лёгкой, при этом имея 5-ую категорию по сопротивляемости взлому, высший класс герметичности, тепло- и шумоизоляцию, утеплители и несколько контуров уплотнения. Покрытие Vinorit гарантирует защиту от царапин, агрессивных погодных условий и УФ-лучей, не выделяет вредных веществ и абсолютно безопасно.&lt;/p&gt;<br />
&lt;p&gt;Фурнитура и замки принадлежат производству самых передовых компаний, имеют высшие классы безопасности.&lt;/p&gt;";vkhodnaya_dver_vikont_dlya_kvartiry;/upload/iblock/9ac/9ac260c6fb39a8bebe239cc60deb2606.jpg;/upload/iblock/ebe/ebe5d3de74f5967bb97ddf26578bdc38.jpg;3;706;Винорит;МДФ влагостойкий ;патина серебро;16 мм;рис. К-7, большая косичка, зеркало;цвет «Белый»;Винорит;МДФ влагостойкий;патина серебро ;16 мм;рис. К-2, маленькая косичка ;цвет «Белый»;356;Виконт;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1607;Входная дверь Виконт для дома и квартиры;N;;/upload/iblock/b37/b37aac2238d5d444902a517fb1e4665a.jpg;"&lt;p&gt;Коллекция «Varsailles» отличается особой роскошью и французской изысканностью. Дверь «Виконт» выделяется наличием зеркала с внутренней стороны и патинированной поверхностью, которая визуально старит изделие, придавая особый шарм и очарование.&lt;/p&gt;<br />
&lt;p&gt;Дверь выглядит невесомой и лёгкой, при этом имея 5-ую категорию по сопротивляемости взлому, высший класс герметичности, тепло- и шумоизоляцию, утеплители и несколько контуров уплотнения. Покрытие Vinorit гарантирует защиту от царапин, агрессивных погодных условий и УФ-лучей, не выделяет вредных веществ и абсолютно безопасно.&lt;/p&gt;<br />
&lt;p&gt;Фурнитура и замки принадлежат производству самых передовых компаний, имеют высшие классы безопасности.&lt;/p&gt;";vkhodnaya_dver_vikont_dlya_kvartiry;/upload/iblock/9ac/9ac260c6fb39a8bebe239cc60deb2606.jpg;/upload/iblock/ebe/ebe5d3de74f5967bb97ddf26578bdc38.jpg;3;706;Винорит;МДФ влагостойкий ;патина серебро;16 мм;рис. К-7, большая косичка, зеркало;цвет «Белый»;Винорит;МДФ влагостойкий;патина серебро ;16 мм;рис. К-2, маленькая косичка ;цвет «Белый»;356;Виконт;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1608;Металлическая дверь Элегант для квартиры;N;;/upload/iblock/10f/10f87ff52e8909313631767aa4a68d53.jpg;"&lt;p&gt;Коллекция «Classic» — это выбор тех, кто ценит строгость линий, стабильность, приверженность традициям и утончённость в каждой детали. Снаружи двери «Элегант» имеют полимерное полиэфирное покрытие, стойкое к УФ-лучам, температурам и не выделяющее вредных веществ, внутри — антивандальное покрытие Винорит, которое как нельзя лучше защищает от царапин и других дефектов, абсолютно безопасное и очень долговечное.&lt;/p&gt;<br />
&lt;p&gt;Двери прошли успешные испытания суровыми погодными условиями и специальные сертификационные тесты. Шумоизоляция двери — 42 дБА, категория сопротивляемости взлому — 5, герметичность двери — высший А-класс. Фурнитура, установленная в дверях, принадлежит производству самых передовых мировых компаний, которые гарантируют качество и высокие показатели надёжности своей продукции. &lt;/p&gt;<br />
";metallicheskaya_dver_elegant_dlya_kvartiry;/upload/iblock/028/02831da04e2a0986603658ade505c682.jpg;/upload/iblock/4df/4df33737c218eda643666bfa0c1a1c4d.jpg;2;706;Винорит;МДФ;;16 мм; рис. П-3;цвет «Дуб темный»;;Металл 1.5 мм;;;;полимер «Черный шелк» ;345;Элегант;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1609;Входная дверь Джерси 70.01 для квартиры;N;;/upload/iblock/581/5817c18368f52125b69faeffd17481d9.jpg;"<p>
	 Модель «Джерси 70.01» — это новое название двери «Базис-200»&nbsp;для квартиры.
</p>
<p>
	 Входная дверь «Джерси 70.01» является хорошим вариантом квартирной двери по привлекательной цене. Современный дизайн подкреплен достойными техническими характеристиками. Снаружи дверь защищена специальным покрытием на основе полиэфиров. Оно устойчиво к скачкам температур, механическим повреждениям, воздействию ультрафиолетовых лучей. Внутри покрытие Экошпон, которое воспроизводит фактуру настоящего дерева.
</p>
<p>
	 Дверь создана из цельногнутого листа стали в 1.2. мм, который несет в себе функции каркаса и наружной обшивки. Модель «Джерси 70.01» оборудована усиливающими стальными пластинами, которые препятствуют высверливанию и распиливанию замков, противосъемные ригели защищают входную дверь от попытки срыва с петель.
</p>
<p>
	 В базовый комплект фурнитуры входят два замка различных типов (сувальдный и цилиндровый), набор накладок на сувальду со шторкой фирмы Apecs, накладная броня Crit. Стоит отметить, что вся фурнитура прошла сертификационные испытания и соответствует высоким классам безопасности.
</p>";vkhodnaya_dver_jersey_70_01_dlya_kvartiry;/upload/iblock/32e/32e26224abbc2e63cff60ce30fd64886.jpg;/upload/iblock/081/081716088680ee13d22ed9833ee837ce.jpg;2;743;Экошпон;МДФ;;6 мм;рис. Н-61 ;цвет «Венге темный»;;Металл 1.2 мм;;;;полимер «Черный шелк» ;711;Джерси 70.01;Для квартиры;2050 мм;;;;;;;;;;;;;;;
1610;Входная дверь Дублин для дома и квартиры;N;;/upload/iblock/9f2/9f216af6f09e5119db6c7da79ff280a1.jpg;"<p>
	 Для ценителей традиционных решений, чётких линий, строгости и приверженности традициям создана серия дверей «Traditional». Модель «Дублин» из этой коллекции является ярким примером сочетания безопасности, прекрасного внешнего вида и безупречного качества. Она отлично подойдёт для установки на границе улица-дом, потому как MDF панель окрашена устойчивой к атмосферным явлениям высокопрочной итальянской краской. Она проходила сложнейшие тесты, после чего получила европейские гигиенические сертификаты, подтверждающие износостойкость, механическую прочность и нетоксичность.
</p>
<p>
	 Двери имеют многоуровневую систему защиты от взлома и самую качественную фурнитуру мировых производителей.
</p>";vkhodnaya_dver_dublin_dlya_doma_i_kvartiry;/upload/iblock/eac/eac45f44b5d6af6609efe906005b44ac.jpg;/upload/iblock/909/90949437b6e2dd2934b60ee2fd44ee8c.jpg;3;706;Краска;МДФ влагостойкий ;патина золото;16 мм;рис. П-1;цвет «Белый»;Краска ;МДФ влагостойкий;;16 мм;рис. П-1;цвет «Черно-серый»;373;Дублин;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1610;Входная дверь Дублин для дома и квартиры;N;;/upload/iblock/9f2/9f216af6f09e5119db6c7da79ff280a1.jpg;"<p>
	 Для ценителей традиционных решений, чётких линий, строгости и приверженности традициям создана серия дверей «Traditional». Модель «Дублин» из этой коллекции является ярким примером сочетания безопасности, прекрасного внешнего вида и безупречного качества. Она отлично подойдёт для установки на границе улица-дом, потому как MDF панель окрашена устойчивой к атмосферным явлениям высокопрочной итальянской краской. Она проходила сложнейшие тесты, после чего получила европейские гигиенические сертификаты, подтверждающие износостойкость, механическую прочность и нетоксичность.
</p>
<p>
	 Двери имеют многоуровневую систему защиты от взлома и самую качественную фурнитуру мировых производителей.
</p>";vkhodnaya_dver_dublin_dlya_doma_i_kvartiry;/upload/iblock/eac/eac45f44b5d6af6609efe906005b44ac.jpg;/upload/iblock/909/90949437b6e2dd2934b60ee2fd44ee8c.jpg;3;706;Краска;МДФ влагостойкий ;патина золото;16 мм;рис. П-1;цвет «Белый»;Краска ;МДФ влагостойкий;;16 мм;рис. П-1;цвет «Черно-серый»;373;Дублин;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1611;Входная дверь Марсель для дома и квартиры;N;;/upload/iblock/1a2/1a2763f54dd7796606bc5d69e5045d4a.jpg;"&lt;p&gt;Коллекция «Varsailles» создана удивлять — все модели линейки отличаются особой утончённостью, аристократичностью и царственной сдержанностью. Дверь «Марсель» при всей внешней привлекательности и лёгкости имеет внушительные характеристики: изготовлена с использованием вертикальных и горизонтальных рёбер, оснащена противосъёмными ригелями, защищена от коррозии фосфатной плёнкой.&lt;/p&gt;<br />
&lt;p&gt;Покрытие Винорит защищает дверь от царапин и других повреждений, абсолютно экологично и безопасно, а также устойчиво к воздействию агрессивных погодных условий. Замки и фурнитура принадлежат только проверенным мировым производителям, которые гарантируют высочайшие классы безопасности своей продукции и долгую службу каждого элемента.&lt;/p&gt;<br />
";vkhodnaya_dver_marsel_dlya_doma_i_kvartiry;/upload/iblock/594/594044d2e4c01bd9a2ee412af2dbb295.jpg;/upload/iblock/563/5635dc5f833127ea17cb381c8a627747.jpg;3;706;Винорит;МДФ влагостойкий ;патина кофе;16 мм;рис. К-4, маленькая косичка ;цвет «Белый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. К-4, маленькая косичка ;цвет «Дуб золотистый»;360;Марсель;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1611;Входная дверь Марсель для дома и квартиры;N;;/upload/iblock/1a2/1a2763f54dd7796606bc5d69e5045d4a.jpg;"&lt;p&gt;Коллекция «Varsailles» создана удивлять — все модели линейки отличаются особой утончённостью, аристократичностью и царственной сдержанностью. Дверь «Марсель» при всей внешней привлекательности и лёгкости имеет внушительные характеристики: изготовлена с использованием вертикальных и горизонтальных рёбер, оснащена противосъёмными ригелями, защищена от коррозии фосфатной плёнкой.&lt;/p&gt;<br />
&lt;p&gt;Покрытие Винорит защищает дверь от царапин и других повреждений, абсолютно экологично и безопасно, а также устойчиво к воздействию агрессивных погодных условий. Замки и фурнитура принадлежат только проверенным мировым производителям, которые гарантируют высочайшие классы безопасности своей продукции и долгую службу каждого элемента.&lt;/p&gt;<br />
";vkhodnaya_dver_marsel_dlya_doma_i_kvartiry;/upload/iblock/594/594044d2e4c01bd9a2ee412af2dbb295.jpg;/upload/iblock/563/5635dc5f833127ea17cb381c8a627747.jpg;3;706;Винорит;МДФ влагостойкий ;патина кофе;16 мм;рис. К-4, маленькая косичка ;цвет «Белый»;Винорит;МДФ влагостойкий;патина черная ;16 мм;рис. К-4, маленькая косичка ;цвет «Дуб золотистый»;360;Марсель;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1612;Металлическая дверь Тетра для квартиры;N;;/upload/iblock/b05/b05f6b306c6bbf4fb53a85ec681121dc.jpg;"<p>
	 Двери «Стальная линия» — это идеальное сочетание качества и надёжности, умеренной цены и высокой степени безопасности. Модель «Тетра» из коллекции «City» имеет оригинальные декоративные элементы, которые станут изюминкой в Вашем интерьере. Помимо внешней привлекательности, дверь прошла испытания в условиях повышенной влажности, прямых солнечных лучей и разных температур, фурнитура проверена путём установки на двери в людных местах, а замки тестировались на открывание при различных видах деформации полотна.
</p>
<p>
	 Покрытие ПВХ устойчиво к царапинам, внешне напоминает текстуру натурального дерева, снаружи окрашена полимером. Подходит для установки в квартиру, не имеющую прямого выхода на улицу. Дверь «Тетра» — это 5 категория сопротивляемости взлому, утеплитель ISOVER (100 мм) и качественная фурнитура с высшим классом безопасности от лучших мировых производителей!
</p>
 <br>";metallicheskaya_dver_tetra_dlya_kvartiry;/upload/iblock/97a/97ac55b504b907825849cf7c1e5cd2b8.jpg;/upload/iblock/69d/69da4f7f37733676aea3c5b79e2959d1.jpg;2;706;ПВХ;МДФ;;8 мм;рис. Н-47, вставки ПВХ «Венге светлый»;цвет «Тиковое дерево»;панель «Квадрат»;Металл 1.5 мм;;;;цвет «Шагрень черная»;332;Тетра;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1613;Металлическая дверь Виконт для квартиры;N;;/upload/iblock/71b/71b28e985990151a55d314182519b52a.jpg;"&lt;p&gt;Коллекция «Varsailles» отличается особой роскошью и французской изысканностью. Дверь «Виконт» выделяется наличием зеркала с внутренней стороны и патинированной поверхностью, которая визуально старит изделие, придавая особый шарм и очарование.&lt;/p&gt;<br />
&lt;p&gt;Дверь выглядит невесомой и лёгкой, при этом имея 5-ую категорию по сопротивляемости взлому, высший класс герметичности, тепло- и шумоизоляцию, утеплители и несколько контуров уплотнения. Покрытие Винорит гарантирует защиту от царапин, агрессивных погодных условий и УФ-лучей, не выделяет вредных веществ и абсолютно безопасно.&lt;/p&gt;<br />
&lt;p&gt;Фурнитура и замки принадлежат производству самых передовых компаний, имеют высшие классы безопасности.&lt;/p&gt;";metallicheskaya_dver_vikont_dlya_kvartiry;/upload/iblock/428/428ae35b974bd30b3d96be5f4f6de6b7.jpg;/upload/iblock/48f/48f2de0f08e10a967adadf7d6712b961.jpg;2;706;Винорит;МДФ;патина серебро;16 мм;рис. К-7, большая косичка, зеркало;цвет «Белый»;Винорит;МДФ;патина серебро ;16 мм;рис. К-2, маленькая косичка ;цвет «Белый»;355;Виконт;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1614;Входная дверь Нова 70.01 для квартиры;N;;/upload/iblock/c5b/c5b3166eb6d363fa9955e65a0e2aeded.jpg;"<p>
	 Нова 70.01&nbsp;— это новое название двери для квартиры Базис 100.&nbsp;
</p>
<p>
	 Лаконичный внешний вид двери сочетается с достойными техническими характеристиками. Наружная часть защищена порошково-полимерным покрытием на основе полиэфиров, которое устойчиво к истиранию, воздействию ультрафиолетовых лучей, перепаду температур.
</p>
<p>
	 Дверь «Нова 70.01» укреплена системой вертикальных и горизонтальных ребер жесткости, противосъемными ригелями, дополнительной стальной пластиной в зоне замков. Гибочно-профильная технология производства позволила создать стальную дверь большей толщины при минимальном увеличении веса. Модель имеет 2 контура уплотнения и подходит для установки в квартире, не имеющей прямого выхода на улицу.
</p>
<p>
	 Вся фурнитура прошла сертификационные испытания, имеет высокие показатели надежности и износостойкости. Дверь оснащена сувальдным и цилиндровым замками, что обеспечивает дополнительную защиту.
</p>
 <br>";vkhodnaya_dver_nova_70_01_dlya_kvartiry;/upload/iblock/703/703f97a39618060f85cccb6589b36ce4.jpg;/upload/iblock/a73/a7348f7504e6314c1fc88bbfc87336aa.jpg;2;743;;ХДФ;;6 мм;;цвет «Орех темный» ;;Металл 1.2 мм;;;;полимер «Черный шелк» ;699;Нова 70.01;Для квартиры;2050 мм;;;;;;;;;;;;;;;
1615;Двупольная дверь Версаче для дома и квартиры;N;;/upload/iblock/b8a/b8a8dbf7e14d0d5e16143635128774a5.jpg;"&lt;p&gt;Коллекция «Art» – это нотки европейской роскоши, изысканность и неповторимый дизайн. Дверь «Версаче» отличается особой функциональностью и внешним видом, а потому является прекрасным дополнением любого интерьера. &lt;/p&gt;<br />
&lt;p&gt;Антивандальное покрытие Vinorit защищает от ультрафиолета, устойчиво к перепадам температуры, влажности, механическим повреждениям и не выделяет вредных веществ. &lt;/p&gt;<br />
&lt;p&gt;Вашу безопасность гарантируют качественная фурнитура и замки. Они сертифицированы, имеют свой класс безопасности и усилены броненакладками, увеличивающими степень защиты от взлома.&lt;/p&gt;<br />
";dvupolnaya_dver_versache_dlya_doma_i_kvartiry;/upload/iblock/a3d/a3d4c9cc3a8785f08df241b24a893bae.jpg;/upload/iblock/f60/f6085d53b866aedad0ca18a69cb133ea.jpg;3;706;Винорит;МДФ влагостойкий ;патина золото;16 мм;;цвет «Белый»;Винорит;МДФ влагостойкий;патина золото ;16 мм;рис. ХФ-38 ;цвет «Белый»;522;Версаче;Для дома;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
1615;Двупольная дверь Версаче для дома и квартиры;N;;/upload/iblock/b8a/b8a8dbf7e14d0d5e16143635128774a5.jpg;"&lt;p&gt;Коллекция «Art» – это нотки европейской роскоши, изысканность и неповторимый дизайн. Дверь «Версаче» отличается особой функциональностью и внешним видом, а потому является прекрасным дополнением любого интерьера. &lt;/p&gt;<br />
&lt;p&gt;Антивандальное покрытие Vinorit защищает от ультрафиолета, устойчиво к перепадам температуры, влажности, механическим повреждениям и не выделяет вредных веществ. &lt;/p&gt;<br />
&lt;p&gt;Вашу безопасность гарантируют качественная фурнитура и замки. Они сертифицированы, имеют свой класс безопасности и усилены броненакладками, увеличивающими степень защиты от взлома.&lt;/p&gt;<br />
";dvupolnaya_dver_versache_dlya_doma_i_kvartiry;/upload/iblock/a3d/a3d4c9cc3a8785f08df241b24a893bae.jpg;/upload/iblock/f60/f6085d53b866aedad0ca18a69cb133ea.jpg;3;706;Винорит;МДФ влагостойкий ;патина золото;16 мм;;цвет «Белый»;Винорит;МДФ влагостойкий;патина золото ;16 мм;рис. ХФ-38 ;цвет «Белый»;522;Версаче;Для квартиры;от 2060 мм до 2360 мм;;;;;;;;;;;;;;;
1616;Металлическая дверь Прованс для квартиры;N;;/upload/iblock/94d/94d19f6f03fd9c1666abdf6ba698180f.jpg;"<p>
	 Если Вы устали от вычурности, внешнего блеска и пышности форм, коллекция «Tradition» станет лучшим выбором. Дверь «Прованс» выполнена в сдержанном стиле, подчёркивающем тонкий и изысканный вкус своего владельца. Помимо внешней привлекательности, двери имеют высочайшие показатели безопасности. После испытаний в сертификационных лабораториях, была установлена 5 категория по сопротивляемости взлому, А-класс по герметичности, высший балл прочности, а также высокий коэффициент тепло- и шумоизоляции.
</p>
<p>
	 Дверь имеет покрытие Винорит, которое устойчиво к температурам, ультрафиолетовым лучам и механическим повреждениям. Фурнитура производится на крупнейших предприятиях, гарантирующих наилучшие характеристики в сочетании с высшим классом безопасности.
</p>";metallicheskaya_dver_provans_dlya_kvartiry;/upload/iblock/df3/df3e2723df4db38d4e3b1430213c976d.jpg;/upload/iblock/65e/65eb274c0b6c77e8696ec27bb8bdec38.jpg;2;706;Винорит;МДФ;патина черная;16 мм;рис. П-2;цвет «Дуб темный»;Винорит;МДФ;патина черная ;16 мм;рис. П-2;цвет «Дуб темный»;376;Прованс;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1617;Металлическая дверь Базилика для квартиры;N;;/upload/iblock/75d/75d87ccfad1a60a135cc81b61a56e2ba.jpg;"<p>
	 Коллекция «Coliseum» — это роскошь и элегантность, объединенная с надежностью и безопасностью. Двери «Базилика» состоят из панелей MDF с PVC–покрытием, которое обладает высокой устойчивостью к скачкам температур и изменениям влажности воздуха. Оно экологичное, легко чистится и долгое время сохраняет свой первоначальный вид. Дверь прошла сертификационные тесты и испытания на производстве, получив 5-ую категорию сопротивляемости взлому, а также высший класс прочности покрытия и герметичности.
</p>
<p>
	 Нижний цилиндровый и верхний сувальдный замки с врезной броненакладкой CRIT гарантируют максимальную безопасность и высший класс взломоустойчивости.
</p>";metallicheskaya_dver_bazilika_dlya_kvartiry;/upload/iblock/6c8/6c8cc5f2f031cb739dcdc7b5c1988ce8.jpg;/upload/iblock/fc5/fc594255f9ddd12af490340790e2b2b7.jpg;2;706;ПВХ;МДФ;;16 мм;рис. П-7;цвет «Тиковое дерево»;ПВХ ;МДФ;;16 мм;рис. П-7;цвет «Тиковое дерево» ;396;Базилика;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1618;Входная дверь Аэро для дома и квартиры;N;;/upload/iblock/c2b/c2b4bae6e970708cb4e1a8d900968b8a.jpg;"<p>
	 Дверь «Аэро» — это идеальное сочетания безупречного внешнего вида и высочайшего класса защиты. Панели из влагостойкого покрытия MDF окрашены итальянскими атмосфероустойчивыми и высокопрочными лаками и красками, имеющими европейские гигиенические сертификаты. Двери можно устанавливать на границе дом–улица — полотно толщиной 100 мм., уплотнитель и утеплитель ISOVER гарантируют защиту от холодного воздуха, пыли, шума и различных вибраций.
</p>
<p>
	 Данной модели присвоена 5-ая категорию по сопротивляемости взлому. Благодаря использованию гнутых профилей, дверь имеет значительную толщину при малом весе, что позволяет предотвратить проседание и различные поломки.
</p>
<p>
	 В зоне замков 3 мм стали, горизонтальная и вертикальная система рёбер защищает от взлома, а противосъёмные ригели не позволяют сорвать дверь с петель. Вся фурнитура поставляется лучшими мировыми производителями, гарантирующими высокое качество, долговечность и надёжность своей продукции.
</p>
 <br>";vkhodnaya_dver_aero_dlya_doma_i_kvartiry;/upload/iblock/774/77411a152a8ab251c8a4d24c62200071.jpg;/upload/iblock/d3e/d3ea0479cf207a8ef1d00c5bd3f124ad.jpg;3;706;Краска;МДФ влагостойкий ;;16 мм;рис. Н-53;цвет «Белый»;Краска ;МДФ влагостойкий;;16 мм;рис. Н-53;цвет «Черно-серый»;327;Аэро;Для дома;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1618;Входная дверь Аэро для дома и квартиры;N;;/upload/iblock/c2b/c2b4bae6e970708cb4e1a8d900968b8a.jpg;"<p>
	 Дверь «Аэро» — это идеальное сочетания безупречного внешнего вида и высочайшего класса защиты. Панели из влагостойкого покрытия MDF окрашены итальянскими атмосфероустойчивыми и высокопрочными лаками и красками, имеющими европейские гигиенические сертификаты. Двери можно устанавливать на границе дом–улица — полотно толщиной 100 мм., уплотнитель и утеплитель ISOVER гарантируют защиту от холодного воздуха, пыли, шума и различных вибраций.
</p>
<p>
	 Данной модели присвоена 5-ая категорию по сопротивляемости взлому. Благодаря использованию гнутых профилей, дверь имеет значительную толщину при малом весе, что позволяет предотвратить проседание и различные поломки.
</p>
<p>
	 В зоне замков 3 мм стали, горизонтальная и вертикальная система рёбер защищает от взлома, а противосъёмные ригели не позволяют сорвать дверь с петель. Вся фурнитура поставляется лучшими мировыми производителями, гарантирующими высокое качество, долговечность и надёжность своей продукции.
</p>
 <br>";vkhodnaya_dver_aero_dlya_doma_i_kvartiry;/upload/iblock/774/77411a152a8ab251c8a4d24c62200071.jpg;/upload/iblock/d3e/d3ea0479cf207a8ef1d00c5bd3f124ad.jpg;3;706;Краска;МДФ влагостойкий ;;16 мм;рис. Н-53;цвет «Белый»;Краска ;МДФ влагостойкий;;16 мм;рис. Н-53;цвет «Черно-серый»;327;Аэро;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
1619;Металлическая дверь Ницца для квартиры;N;;/upload/iblock/be3/be3068f8ca6a59ee1161e18b675f72a2.jpg;"&lt;p&gt;Роскошь и богатство королей, воплощённые в дверях коллекции «Versailles», поразят каждого, кто хоть раз взглянет на них. Модель «Ницца» является прекрасным примером сочетания изысканного внешнего вида и защитных характеристик. Сталь имеет полимерное полиэфирное покрытие, которое обеспечивает стойкость к УФ-лучам, температурам и другим факторам. При изготовлении используются гнутые профили, вертикальные и горизонтальные рёбра, противосъёмные ригели и замки со стальной накладкой в 3 мм.&lt;/p&gt;<br />
&lt;p&gt;Дверь покрыта виноритом, который защищает от механических повреждений и суровых климатических явлений, а фурнитура имеет сертификаты качества и высочайшие классы безопасности.&lt;/p&gt;";metallicheskaya_dver_nitstsa_dlya_kvartiry;/upload/iblock/bcf/bcf91d3cf96b4064bc3de836755082b6.jpg;/upload/iblock/326/326dd099f36205bcd92fb4667b8cc82f.jpg;2;706;Винорит;МДФ;патина золото;16 мм;рис. К-2, маленькая косичка ;цвет «Белый»;Винорит;МДФ;патина черная ;16 мм;рис. К-2, маленькая косичка ;цвет «Дуб темный»;361;Ницца;Для квартиры;от 1980 мм до 2380 мм;;;;;;;;;;;;;;;
